state,cases,deaths
Indiana,44,3
Indiana,423,4
Indiana,238,5
Indiana,133,6
Indiana,108,6
Indiana,117,7
Indiana,142,7
Indiana,1594,8
Indiana,121,9
Indiana,176,9
Indiana,238,9
Indiana,79,11
Indiana,188,12
Indiana,171,13
Indiana,97,18
Indiana,246,18
Indiana,172,22
Indiana,253,22
Indiana,198,24
Indiana,437,24
Indiana,133,24
Indiana,282,25
Indiana,166,25
Indiana,292,26
Indiana,175,28
Indiana,353,29
Indiana,168,29
Indiana,578,30
Indiana,1456,31
Indiana,562,31
Indiana,244,34
Indiana,441,36
Indiana,335,38
Indiana,1329,40
Indiana,527,41
Indiana,388,41
Indiana,323,42
Indiana,535,48
Indiana,606,70
Indiana,1751,79
Indiana,1201,88
Indiana,1194,100
Indiana,1147,118
Indiana,3840,216
Indiana,10148,639
Indiana,32,0
Indiana,56,0
Indiana,32,0
Indiana,13,0
Indiana,13,0
Indiana,22,0
Indiana,6,0
Indiana,16,0
Indiana,50,0
Indiana,22,0
Indiana,22,0
Indiana,11,0
Indiana,34,0
Indiana,21,1
Indiana,33,1
Indiana,25,1
Indiana,50,1
Indiana,74,1
Indiana,50,1
Indiana,146,1
Indiana,34,1
Indiana,50,1
Indiana,24,1
Indiana,38,1
Indiana,13,1
Indiana,50,1
Indiana,28,2
Indiana,247,2
Indiana,45,2
Indiana,22,2
Indiana,19,2
Indiana,38,2
Indiana,117,2
Indiana,178,2
Indiana,88,2
Indiana,27,2
Indiana,292,2
Indiana,80,2
Indiana,94,3
Indiana,53,3
Indiana,209,3
Indiana,403,3
Indiana,181,3
Indiana,74,3
Indiana,67,3
Indiana,127,3
Indiana,40,3
Indiana,45,3
Indiana,431,4
Indiana,134,6
Indiana,108,6
Indiana,241,6
Indiana,120,7
Indiana,147,7
Indiana,1594,8
Indiana,123,9
Indiana,179,9
Indiana,238,9
Indiana,79,11
Indiana,188,12
Indiana,172,14
Indiana,101,18
Indiana,250,19
Indiana,270,22
Indiana,172,23
Indiana,197,24
Indiana,447,24
Indiana,133,24
Indiana,168,25
Indiana,286,26
Indiana,176,28
Indiana,355,28
Indiana,293,28
Indiana,1516,30
Indiana,579,30
Indiana,168,30
Indiana,567,32
Indiana,245,34
Indiana,341,38
Indiana,444,38
Indiana,390,41
Indiana,1346,41
Indiana,532,42
Indiana,325,42
Indiana,537,48
Indiana,608,70
Indiana,1762,80
Indiana,1213,90
Indiana,1197,100
Indiana,1148,120
Indiana,3867,217
Indiana,10207,644
Indiana,32,0
Indiana,60,0
Indiana,32,0
Indiana,14,0
Indiana,13,0
Indiana,22,0
Indiana,6,0
Indiana,16,0
Indiana,50,0
Indiana,23,0
Indiana,23,0
Indiana,11,0
Indiana,35,0
Indiana,23,1
Indiana,33,1
Indiana,26,1
Indiana,51,1
Indiana,75,1
Indiana,50,1
Indiana,149,1
Indiana,34,1
Indiana,50,1
Indiana,25,1
Indiana,38,1
Indiana,14,1
Indiana,50,1
Indiana,28,2
Indiana,95,2
Indiana,248,2
Indiana,46,2
Indiana,22,2
Indiana,20,2
Indiana,38,2
Indiana,129,2
Indiana,187,2
Indiana,90,2
Indiana,27,2
Indiana,81,2
Indiana,53,3
Indiana,211,3
Indiana,405,3
Indiana,207,3
Indiana,74,3
Indiana,67,3
Indiana,127,3
Indiana,43,3
Indiana,294,3
Indiana,45,3
Indiana,436,4
Indiana,134,6
Indiana,108,6
Indiana,245,6
Indiana,120,7
Indiana,147,7
Indiana,123,9
Indiana,183,9
Indiana,239,9
Indiana,1594,10
Indiana,81,11
Indiana,189,12
Indiana,173,15
Indiana,106,18
Indiana,251,18
Indiana,280,22
Indiana,173,23
Indiana,198,24
Indiana,449,24
Indiana,133,24
Indiana,172,25
Indiana,291,26
Indiana,358,28
Indiana,295,28
Indiana,176,29
Indiana,1611,30
Indiana,580,30
Indiana,168,30
Indiana,245,35
Indiana,571,35
Indiana,446,38
Indiana,341,39
Indiana,536,42
Indiana,398,42
Indiana,321,43
Indiana,1367,43
Indiana,547,49
Indiana,609,70
Indiana,1819,80
Indiana,1225,92
Indiana,1205,100
Indiana,1152,121
Indiana,3911,222
Indiana,10301,650
Indiana,32,0
Indiana,60,0
Indiana,33,0
Indiana,14,0
Indiana,13,0
Indiana,22,0
Indiana,6,0
Indiana,16,0
Indiana,22,0
Indiana,24,0
Indiana,11,0
Indiana,38,0
Indiana,22,1
Indiana,34,1
Indiana,26,1
Indiana,51,1
Indiana,76,1
Indiana,50,1
Indiana,152,1
Indiana,36,1
Indiana,51,1
Indiana,25,1
Indiana,38,1
Indiana,14,1
Indiana,51,1
Indiana,29,2
Indiana,96,2
Indiana,249,2
Indiana,56,2
Indiana,22,2
Indiana,20,2
Indiana,39,2
Indiana,140,2
Indiana,196,2
Indiana,52,2
Indiana,90,2
Indiana,27,2
Indiana,83,2
Indiana,53,3
Indiana,216,3
Indiana,405,3
Indiana,211,3
Indiana,75,3
Indiana,65,3
Indiana,129,3
Indiana,46,3
Indiana,48,3
Indiana,443,4
Indiana,302,4
Indiana,134,6
Indiana,108,6
Indiana,248,6
Indiana,123,7
Indiana,147,7
Indiana,124,9
Indiana,186,9
Indiana,243,9
Indiana,1595,10
Indiana,82,11
Indiana,190,12
Indiana,176,17
Indiana,109,18
Indiana,254,19
Indiana,288,22
Indiana,174,23
Indiana,198,24
Indiana,456,24
Indiana,172,25
Indiana,133,25
Indiana,298,26
Indiana,364,28
Indiana,178,30
Indiana,296,30
Indiana,580,30
Indiana,168,30
Indiana,1663,31
Indiana,245,35
Indiana,573,35
Indiana,345,39
Indiana,448,39
Indiana,400,42
Indiana,537,43
Indiana,325,43
Indiana,1387,44
Indiana,553,49
Indiana,613,71
Indiana,1860,81
Indiana,1233,93
Indiana,1217,100
Indiana,1156,122
Indiana,3950,225
Indiana,10390,663
Indiana,32,0
Indiana,60,0
Indiana,33,0
Indiana,15,0
Indiana,13,0
Indiana,23,0
Indiana,6,0
Indiana,16,0
Indiana,22,0
Indiana,26,0
Indiana,11,0
Indiana,39,0
Indiana,22,1
Indiana,34,1
Indiana,26,1
Indiana,51,1
Indiana,76,1
Indiana,50,1
Indiana,153,1
Indiana,36,1
Indiana,51,1
Indiana,25,1
Indiana,39,1
Indiana,14,1
Indiana,51,1
Indiana,29,2
Indiana,96,2
Indiana,252,2
Indiana,68,2
Indiana,23,2
Indiana,20,2
Indiana,42,2
Indiana,160,2
Indiana,214,2
Indiana,53,2
Indiana,93,2
Indiana,27,2
Indiana,83,2
Indiana,53,3
Indiana,407,3
Indiana,229,3
Indiana,77,3
Indiana,65,3
Indiana,129,3
Indiana,47,3
Indiana,50,3
Indiana,228,4
Indiana,304,4
Indiana,455,5
Indiana,134,6
Indiana,108,6
Indiana,248,6
Indiana,123,7
Indiana,148,7
Indiana,124,9
Indiana,195,9
Indiana,243,9
Indiana,1596,10
Indiana,82,11
Indiana,192,12
Indiana,176,17
Indiana,109,18
Indiana,254,19
Indiana,176,23
Indiana,298,23
Indiana,197,24
Indiana,458,24
Indiana,172,25
Indiana,134,25
Indiana,298,26
Indiana,366,28
Indiana,179,30
Indiana,299,30
Indiana,581,30
Indiana,168,30
Indiana,1743,31
Indiana,245,35
Indiana,580,35
Indiana,348,39
Indiana,448,39
Indiana,401,42
Indiana,539,43
Indiana,328,43
Indiana,1416,44
Indiana,556,49
Indiana,613,71
Indiana,1892,83
Indiana,1239,93
Indiana,1219,100
Indiana,1160,122
Indiana,3975,226
Indiana,10440,668
Indiana,33,0
Indiana,61,0
Indiana,34,0
Indiana,15,0
Indiana,13,0
Indiana,23,0
Indiana,6,0
Indiana,16,0
Indiana,22,0
Indiana,26,0
Indiana,11,0
Indiana,40,0
Indiana,22,1
Indiana,34,1
Indiana,28,1
Indiana,51,1
Indiana,77,1
Indiana,52,1
Indiana,154,1
Indiana,36,1
Indiana,51,1
Indiana,25,1
Indiana,40,1
Indiana,14,1
Indiana,52,1
Indiana,30,2
Indiana,96,2
Indiana,253,2
Indiana,70,2
Indiana,23,2
Indiana,20,2
Indiana,44,2
Indiana,172,2
Indiana,227,2
Indiana,55,2
Indiana,95,2
Indiana,27,2
Indiana,84,2
Indiana,53,3
Indiana,408,3
Indiana,234,3
Indiana,77,3
Indiana,65,3
Indiana,130,3
Indiana,47,3
Indiana,51,3
Indiana,230,4
Indiana,306,4
Indiana,458,5
Indiana,135,6
Indiana,109,6
Indiana,248,6
Indiana,124,7
Indiana,149,7
Indiana,124,9
Indiana,197,9
Indiana,243,9
Indiana,1596,10
Indiana,82,11
Indiana,193,12
Indiana,178,17
Indiana,112,18
Indiana,256,19
Indiana,176,23
Indiana,301,23
Indiana,199,24
Indiana,461,24
Indiana,173,25
Indiana,134,25
Indiana,303,26
Indiana,370,28
Indiana,300,30
Indiana,584,30
Indiana,168,30
Indiana,1767,31
Indiana,179,31
Indiana,248,35
Indiana,583,35
Indiana,349,39
Indiana,450,40
Indiana,401,42
Indiana,541,43
Indiana,330,43
Indiana,1428,47
Indiana,557,49
Indiana,615,71
Indiana,1905,86
Indiana,1240,93
Indiana,1223,100
Indiana,1166,122
Indiana,3994,230
Indiana,10471,669
Indiana,33,0
Indiana,61,0
Indiana,34,0
Indiana,15,0
Indiana,13,0
Indiana,24,0
Indiana,6,0
Indiana,17,0
Indiana,23,0
Indiana,26,0
Indiana,11,0
Indiana,43,0
Indiana,23,1
Indiana,35,1
Indiana,28,1
Indiana,51,1
Indiana,81,1
Indiana,53,1
Indiana,156,1
Indiana,36,1
Indiana,53,1
Indiana,25,1
Indiana,40,1
Indiana,14,1
Indiana,52,1
Indiana,30,2
Indiana,95,2
Indiana,251,2
Indiana,80,2
Indiana,23,2
Indiana,21,2
Indiana,46,2
Indiana,182,2
Indiana,230,2
Indiana,58,2
Indiana,95,2
Indiana,28,2
Indiana,87,2
Indiana,55,3
Indiana,410,3
Indiana,244,3
Indiana,79,3
Indiana,67,3
Indiana,132,3
Indiana,47,3
Indiana,55,3
Indiana,231,4
Indiana,311,4
Indiana,462,5
Indiana,135,6
Indiana,110,6
Indiana,248,6
Indiana,124,7
Indiana,152,7
Indiana,125,9
Indiana,198,9
Indiana,242,9
Indiana,1596,10
Indiana,82,11
Indiana,194,12
Indiana,113,18
Indiana,181,19
Indiana,261,20
Indiana,176,23
Indiana,200,24
Indiana,203,26
Indiana,208,31
Indiana,761,51
Indiana,605,57
Indiana,443,61
Indiana,818,71
Indiana,677,74
Indiana,2015,104
Indiana,6032,382
Indiana,11,0
Indiana,25,0
Indiana,7,0
Indiana,17,0
Indiana,31,0
Indiana,21,0
Indiana,7,0
Indiana,100,0
Indiana,5,0
Indiana,15,0
Indiana,17,0
Indiana,2,0
Indiana,12,0
Indiana,29,0
Indiana,16,0
Indiana,16,0
Indiana,13,0
Indiana,8,0
Indiana,45,0
Indiana,7,0
Indiana,82,0
Indiana,8,1
Indiana,9,1
Indiana,18,1
Indiana,41,1
Indiana,22,1
Indiana,19,1
Indiana,33,1
Indiana,46,1
Indiana,166,1
Indiana,37,1
Indiana,31,1
Indiana,116,1
Indiana,24,1
Indiana,40,1
Indiana,8,1
Indiana,26,1
Indiana,20,1
Indiana,151,1
Indiana,12,1
Indiana,21,1
Indiana,57,2
Indiana,23,2
Indiana,13,2
Indiana,11,2
Indiana,37,2
Indiana,29,2
Indiana,24,2
Indiana,52,2
Indiana,18,2
Indiana,157,2
Indiana,60,2
Indiana,1295,3
Indiana,93,3
Indiana,40,4
Indiana,80,4
Indiana,84,5
Indiana,94,6
Indiana,67,6
Indiana,99,7
Indiana,166,7
Indiana,99,8
Indiana,251,8
Indiana,130,8
Indiana,257,8
Indiana,135,9
Indiana,139,9
Indiana,192,10
Indiana,63,10
Indiana,104,10
Indiana,314,12
Indiana,232,13
Indiana,155,14
Indiana,106,14
Indiana,200,15
Indiana,84,15
Indiana,53,16
Indiana,101,16
Indiana,271,17
Indiana,204,18
Indiana,334,19
Indiana,252,19
Indiana,664,25
Indiana,203,26
Indiana,209,31
Indiana,780,51
Indiana,624,59
Indiana,448,61
Indiana,832,72
Indiana,715,77
Indiana,2058,104
Indiana,6225,385
Indiana,11,0
Indiana,25,0
Indiana,7,0
Indiana,19,0
Indiana,31,0
Indiana,21,0
Indiana,7,0
Indiana,102,0
Indiana,6,0
Indiana,15,0
Indiana,17,0
Indiana,2,0
Indiana,13,0
Indiana,29,0
Indiana,16,0
Indiana,16,0
Indiana,14,0
Indiana,8,0
Indiana,45,0
Indiana,7,0
Indiana,99,0
Indiana,8,1
Indiana,9,1
Indiana,18,1
Indiana,56,1
Indiana,22,1
Indiana,19,1
Indiana,33,1
Indiana,50,1
Indiana,167,1
Indiana,37,1
Indiana,31,1
Indiana,120,1
Indiana,25,1
Indiana,41,1
Indiana,8,1
Indiana,41,1
Indiana,20,1
Indiana,150,1
Indiana,12,1
Indiana,21,1
Indiana,65,2
Indiana,23,2
Indiana,14,2
Indiana,11,2
Indiana,38,2
Indiana,31,2
Indiana,25,2
Indiana,52,2
Indiana,18,2
Indiana,182,2
Indiana,63,2
Indiana,1373,3
Indiana,102,3
Indiana,45,4
Indiana,82,4
Indiana,84,5
Indiana,97,6
Indiana,69,6
Indiana,101,7
Indiana,99,8
Indiana,254,8
Indiana,131,8
Indiana,171,8
Indiana,263,8
Indiana,139,9
Indiana,137,10
Indiana,203,10
Indiana,64,10
Indiana,105,12
Indiana,324,13
Indiana,233,13
Indiana,158,14
Indiana,200,15
Indiana,109,15
Indiana,87,15
Indiana,103,16
Indiana,272,17
Indiana,54,17
Indiana,337,19
Indiana,205,19
Indiana,254,20
Indiana,674,25
Indiana,204,27
Indiana,209,31
Indiana,790,51
Indiana,669,59
Indiana,459,62
Indiana,853,75
Indiana,727,77
Indiana,2120,106
Indiana,6375,387
Indiana,33,0
Indiana,61,0
Indiana,34,0
Indiana,15,0
Indiana,13,0
Indiana,24,0
Indiana,6,0
Indiana,17,0
Indiana,23,0
Indiana,26,0
Indiana,11,0
Indiana,45,0
Indiana,24,1
Indiana,35,1
Indiana,28,1
Indiana,51,1
Indiana,83,1
Indiana,52,1
Indiana,155,1
Indiana,37,1
Indiana,53,1
Indiana,25,1
Indiana,40,1
Indiana,14,1
Indiana,56,1
Indiana,30,2
Indiana,96,2
Indiana,250,2
Indiana,85,2
Indiana,24,2
Indiana,21,2
Indiana,49,2
Indiana,189,2
Indiana,247,2
Indiana,59,2
Indiana,98,2
Indiana,28,2
Indiana,88,2
Indiana,56,3
Indiana,411,3
Indiana,254,3
Indiana,80,3
Indiana,67,3
Indiana,133,3
Indiana,48,3
Indiana,58,3
Indiana,231,4
Indiana,316,4
Indiana,468,5
Indiana,137,6
Indiana,109,6
Indiana,251,6
Indiana,124,7
Indiana,153,8
Indiana,126,9
Indiana,198,9
Indiana,242,9
Indiana,1595,10
Indiana,83,11
Indiana,196,13
Indiana,115,18
Indiana,183,19
Indiana,261,20
Indiana,176,23
Indiana,200,24
Indiana,464,24
Indiana,173,25
Indiana,134,25
Indiana,311,26
Indiana,312,26
Indiana,371,29
Indiana,303,30
Indiana,594,30
Indiana,1858,31
Indiana,182,31
Indiana,172,31
Indiana,250,35
Indiana,585,35
Indiana,357,39
Indiana,545,43
Indiana,401,44
Indiana,331,44
Indiana,456,45
Indiana,557,49
Indiana,1463,49
Indiana,616,71
Indiana,2023,86
Indiana,1256,97
Indiana,1255,100
Indiana,1183,122
Indiana,4068,234
Indiana,10581,680
Indiana,37,0
Indiana,62,0
Indiana,35,0
Indiana,15,0
Indiana,13,0
Indiana,24,0
Indiana,6,0
Indiana,18,0
Indiana,23,0
Indiana,26,0
Indiana,11,0
Indiana,47,0
Indiana,24,1
Indiana,35,1
Indiana,28,1
Indiana,52,1
Indiana,82,1
Indiana,52,1
Indiana,156,1
Indiana,37,1
Indiana,53,1
Indiana,25,1
Indiana,42,1
Indiana,15,1
Indiana,56,1
Indiana,30,2
Indiana,97,2
Indiana,252,2
Indiana,23,2
Indiana,22,2
Indiana,49,2
Indiana,66,2
Indiana,100,2
Indiana,28,2
Indiana,89,2
Indiana,56,3
Indiana,95,3
Indiana,417,3
Indiana,273,3
Indiana,220,3
Indiana,261,3
Indiana,85,3
Indiana,67,3
Indiana,141,3
Indiana,49,3
Indiana,62,3
Indiana,233,4
Indiana,319,4
Indiana,468,5
Indiana,138,6
Indiana,109,6
Indiana,255,6
Indiana,126,7
Indiana,154,8
Indiana,126,9
Indiana,199,9
Indiana,241,9
Indiana,1595,10
Indiana,87,11
Indiana,204,13
Indiana,118,18
Indiana,186,20
Indiana,262,20
Indiana,178,23
Indiana,200,24
Indiana,466,24
Indiana,173,25
Indiana,313,25
Indiana,134,25
Indiana,317,27
Indiana,371,29
Indiana,303,30
Indiana,599,30
Indiana,182,31
Indiana,172,31
Indiana,1902,32
Indiana,250,35
Indiana,591,35
Indiana,365,39
Indiana,547,43
Indiana,401,44
Indiana,334,44
Indiana,459,47
Indiana,560,49
Indiana,1491,50
Indiana,620,71
Indiana,2098,87
Indiana,1258,100
Indiana,1268,100
Indiana,1185,122
Indiana,4092,238
Indiana,10609,689
Indiana,37,0
Indiana,62,0
Indiana,35,0
Indiana,15,0
Indiana,13,0
Indiana,25,0
Indiana,6,0
Indiana,18,0
Indiana,24,0
Indiana,26,0
Indiana,12,0
Indiana,49,0
Indiana,24,1
Indiana,36,1
Indiana,28,1
Indiana,53,1
Indiana,82,1
Indiana,53,1
Indiana,164,1
Indiana,37,1
Indiana,53,1
Indiana,25,1
Indiana,42,1
Indiana,15,1
Indiana,56,1
Indiana,30,2
Indiana,98,2
Indiana,254,2
Indiana,23,2
Indiana,22,2
Indiana,49,2
Indiana,236,2
Indiana,79,2
Indiana,102,2
Indiana,28,2
Indiana,89,2
Indiana,56,3
Indiana,96,3
Indiana,418,3
Indiana,279,3
Indiana,276,3
Indiana,88,3
Indiana,66,3
Indiana,143,3
Indiana,49,3
Indiana,60,3
Indiana,236,4
Indiana,324,4
Indiana,474,5
Indiana,141,6
Indiana,109,6
Indiana,259,6
Indiana,127,7
Indiana,157,8
Indiana,126,9
Indiana,199,9
Indiana,240,9
Indiana,1599,10
Indiana,88,11
Indiana,205,14
Indiana,119,18
Indiana,187,20
Indiana,264,20
Indiana,180,23
Indiana,200,24
Indiana,466,24
Indiana,177,25
Indiana,134,25
Indiana,320,26
Indiana,320,27
Indiana,375,29
Indiana,305,30
Indiana,598,30
Indiana,182,31
Indiana,173,31
Indiana,1955,34
Indiana,250,35
Indiana,594,35
Indiana,375,39
Indiana,552,44
Indiana,401,44
Indiana,335,44
Indiana,463,47
Indiana,567,49
Indiana,1505,55
Indiana,622,71
Indiana,2136,88
Indiana,1263,101
Indiana,1283,104
Indiana,1188,122
Indiana,4116,239
Indiana,10694,689
Indiana,37,0
Indiana,63,0
Indiana,36,0
Indiana,15,0
Indiana,13,0
Indiana,25,0
Indiana,6,0
Indiana,18,0
Indiana,24,0
Indiana,26,0
Indiana,12,0
Indiana,53,0
Indiana,25,1
Indiana,36,1
Indiana,28,1
Indiana,53,1
Indiana,83,1
Indiana,54,1
Indiana,166,1
Indiana,37,1
Indiana,53,1
Indiana,25,1
Indiana,42,1
Indiana,15,1
Indiana,56,1
Indiana,30,2
Indiana,98,2
Indiana,259,2
Indiana,23,2
Indiana,22,2
Indiana,51,2
Indiana,249,2
Indiana,94,2
Indiana,103,2
Indiana,28,2
Indiana,89,2
Indiana,56,3
Indiana,104,3
Indiana,420,3
Indiana,296,3
Indiana,287,3
Indiana,90,3
Indiana,67,3
Indiana,144,3
Indiana,52,3
Indiana,61,3
Indiana,238,4
Indiana,326,4
Indiana,481,5
Indiana,142,6
Indiana,109,6
Indiana,265,6
Indiana,129,7
Indiana,159,8
Indiana,126,9
Indiana,199,9
Indiana,242,9
Indiana,1600,10
Indiana,88,11
Indiana,205,14
Indiana,119,18
Indiana,187,20
Indiana,265,20
Indiana,180,23
Indiana,200,24
Indiana,468,24
Indiana,177,25
Indiana,134,25
Indiana,326,27
Indiana,324,28
Indiana,378,30
Indiana,598,30
Indiana,182,31
Indiana,306,31
Indiana,174,31
Indiana,2075,34
Indiana,251,35
Indiana,595,36
Indiana,376,40
Indiana,554,44
Indiana,335,44
Indiana,403,45
Indiana,468,48
Indiana,573,49
Indiana,1521,55
Indiana,622,71
Indiana,2177,89
Indiana,1270,101
Indiana,1288,104
Indiana,1196,122
Indiana,4144,243
Indiana,10736,693
Indiana,37,0
Indiana,64,0
Indiana,36,0
Indiana,16,0
Indiana,13,0
Indiana,25,0
Indiana,6,0
Indiana,19,0
Indiana,24,0
Indiana,26,0
Indiana,12,0
Indiana,54,0
Indiana,26,1
Indiana,36,1
Indiana,28,1
Indiana,55,1
Indiana,84,1
Indiana,54,1
Indiana,172,1
Indiana,37,1
Indiana,54,1
Indiana,26,1
Indiana,42,1
Indiana,15,1
Indiana,57,1
Indiana,30,2
Indiana,99,2
Indiana,261,2
Indiana,24,2
Indiana,23,2
Indiana,51,2
Indiana,268,2
Indiana,102,2
Indiana,105,2
Indiana,29,2
Indiana,89,2
Indiana,56,3
Indiana,111,3
Indiana,420,3
Indiana,308,3
Indiana,301,3
Indiana,92,3
Indiana,67,3
Indiana,145,3
Indiana,52,3
Indiana,62,3
Indiana,240,4
Indiana,488,5
Indiana,329,5
Indiana,144,6
Indiana,109,6
Indiana,270,6
Indiana,129,7
Indiana,160,8
Indiana,127,9
Indiana,201,9
Indiana,1604,10
Indiana,242,10
Indiana,88,11
Indiana,207,14
Indiana,123,18
Indiana,189,20
Indiana,266,20
Indiana,180,23
Indiana,200,24
Indiana,471,24
Indiana,182,25
Indiana,134,25
Indiana,328,27
Indiana,333,28
Indiana,383,30
Indiana,598,30
Indiana,307,31
Indiana,175,31
Indiana,184,32
Indiana,252,35
Indiana,2126,36
Indiana,596,36
Indiana,378,40
Indiana,556,44
Indiana,335,44
Indiana,404,45
Indiana,474,48
Indiana,575,49
Indiana,1548,55
Indiana,624,71
Indiana,2204,89
Indiana,1290,101
Indiana,1292,105
Indiana,1196,122
Indiana,4168,245
Indiana,10779,694
Indiana,37,0
Indiana,64,0
Indiana,36,0
Indiana,16,0
Indiana,13,0
Indiana,25,0
Indiana,6,0
Indiana,19,0
Indiana,24,0
Indiana,26,0
Indiana,12,0
Indiana,56,0
Indiana,27,1
Indiana,36,1
Indiana,28,1
Indiana,55,1
Indiana,85,1
Indiana,54,1
Indiana,173,1
Indiana,37,1
Indiana,54,1
Indiana,26,1
Indiana,42,1
Indiana,15,1
Indiana,58,1
Indiana,30,2
Indiana,101,2
Indiana,263,2
Indiana,24,2
Indiana,24,2
Indiana,52,2
Indiana,278,2
Indiana,103,2
Indiana,105,2
Indiana,29,2
Indiana,89,2
Indiana,56,3
Indiana,423,3
Indiana,313,3
Indiana,305,3
Indiana,93,3
Indiana,68,3
Indiana,145,3
Indiana,53,3
Indiana,64,3
Indiana,122,4
Indiana,241,4
Indiana,493,5
Indiana,333,5
Indiana,144,6
Indiana,109,6
Indiana,271,6
Indiana,130,7
Indiana,161,8
Indiana,127,9
Indiana,201,9
Indiana,1609,10
Indiana,245,10
Indiana,89,11
Indiana,208,14
Indiana,125,18
Indiana,190,20
Indiana,268,20
Indiana,180,23
Indiana,200,24
Indiana,471,24
Indiana,183,25
Indiana,134,25
Indiana,329,27
Indiana,339,28
Indiana,390,30
Indiana,599,30
Indiana,308,31
Indiana,177,31
Indiana,186,32
Indiana,252,35
Indiana,2213,36
Indiana,598,36
Indiana,404,41
Indiana,559,44
Indiana,337,44
Indiana,404,45
Indiana,477,48
Indiana,576,49
Indiana,1561,55
Indiana,624,71
Indiana,2233,94
Indiana,1370,101
Indiana,1298,106
Indiana,1200,122
Indiana,4207,245
Indiana,10905,697
Indiana,38,0
Indiana,64,0
Indiana,38,0
Indiana,16,0
Indiana,13,0
Indiana,25,0
Indiana,6,0
Indiana,20,0
Indiana,24,0
Indiana,26,0
Indiana,13,0
Indiana,62,0
Indiana,28,1
Indiana,36,1
Indiana,28,1
Indiana,56,1
Indiana,86,1
Indiana,54,1
Indiana,179,1
Indiana,37,1
Indiana,54,1
Indiana,26,1
Indiana,42,1
Indiana,15,1
Indiana,58,1
Indiana,30,2
Indiana,102,2
Indiana,262,2
Indiana,24,2
Indiana,24,2
Indiana,55,2
Indiana,295,2
Indiana,103,2
Indiana,106,2
Indiana,29,2
Indiana,89,2
Indiana,56,3
Indiana,425,3
Indiana,332,3
Indiana,315,3
Indiana,93,3
Indiana,68,3
Indiana,147,3
Indiana,55,3
Indiana,64,3
Indiana,124,4
Indiana,242,5
Indiana,494,5
Indiana,332,5
Indiana,144,6
Indiana,111,6
Indiana,270,6
Indiana,130,7
Indiana,164,8
Indiana,127,9
Indiana,202,9
Indiana,1611,10
Indiana,242,10
Indiana,89,11
Indiana,208,14
Indiana,128,18
Indiana,192,20
Indiana,269,20
Indiana,181,23
Indiana,201,24
Indiana,472,24
Indiana,183,25
Indiana,134,25
Indiana,331,27
Indiana,343,28
Indiana,385,30
Indiana,309,31
Indiana,601,31
Indiana,178,31
Indiana,186,32
Indiana,252,35
Indiana,602,36
Indiana,2295,37
Indiana,400,41
Indiana,339,44
Indiana,563,45
Indiana,404,45
Indiana,585,49
Indiana,481,50
Indiana,1580,56
Indiana,625,72
Indiana,2271,97
Indiana,1381,101
Indiana,1303,106
Indiana,1202,123
Indiana,4246,245
Indiana,10950,699
Indiana,37,0
Indiana,66,0
Indiana,39,0
Indiana,16,0
Indiana,13,0
Indiana,25,0
Indiana,6,0
Indiana,22,0
Indiana,24,0
Indiana,27,0
Indiana,13,0
Indiana,63,0
Indiana,36,1
Indiana,28,1
Indiana,56,1
Indiana,87,1
Indiana,55,1
Indiana,180,1
Indiana,39,1
Indiana,54,1
Indiana,26,1
Indiana,42,1
Indiana,16,1
Indiana,59,1
Indiana,29,2
Indiana,32,2
Indiana,102,2
Indiana,263,2
Indiana,24,2
Indiana,24,2
Indiana,55,2
Indiana,321,2
Indiana,105,2
Indiana,107,2
Indiana,29,2
Indiana,90,2
Indiana,56,3
Indiana,426,3
Indiana,337,3
Indiana,322,3
Indiana,93,3
Indiana,68,3
Indiana,65,3
Indiana,124,4
Indiana,57,4
Indiana,243,5
Indiana,147,5
Indiana,338,5
Indiana,144,6
Indiana,111,6
Indiana,274,6
Indiana,131,7
Indiana,500,7
Indiana,163,8
Indiana,127,9
Indiana,203,9
Indiana,1611,10
Indiana,242,10
Indiana,89,11
Indiana,209,15
Indiana,130,18
Indiana,270,20
Indiana,181,23
Indiana,202,24
Indiana,474,25
Indiana,223,32
Indiana,240,34
Indiana,839,64
Indiana,991,66
Indiana,518,66
Indiana,946,86
Indiana,842,94
Indiana,2516,135
Indiana,7580,455
Indiana,16,0
Indiana,8,0
Indiana,23,0
Indiana,36,0
Indiana,22,0
Indiana,7,0
Indiana,10,0
Indiana,19,0
Indiana,26,0
Indiana,3,0
Indiana,16,0
Indiana,34,0
Indiana,20,0
Indiana,15,0
Indiana,19,0
Indiana,8,0
Indiana,12,0
Indiana,8,1
Indiana,14,1
Indiana,28,1
Indiana,24,1
Indiana,21,1
Indiana,59,1
Indiana,37,1
Indiana,287,1
Indiana,40,1
Indiana,36,1
Indiana,132,1
Indiana,27,1
Indiana,10,1
Indiana,21,1
Indiana,13,1
Indiana,48,1
Indiana,165,1
Indiana,23,1
Indiana,71,2
Indiana,101,2
Indiana,25,2
Indiana,16,2
Indiana,95,2
Indiana,17,2
Indiana,48,2
Indiana,42,2
Indiana,40,2
Indiana,49,2
Indiana,85,2
Indiana,24,2
Indiana,62,2
Indiana,249,2
Indiana,195,2
Indiana,67,2
Indiana,65,4
Indiana,1544,5
Indiana,100,5
Indiana,96,5
Indiana,154,5
Indiana,145,6
Indiana,104,6
Indiana,87,7
